source,date,rating,visit_date,source_url,platform_rating,platform_reviews_count,captured_at,evidence_type,text,mentions_queue,mentions_price,mentions_crowd,mentions_fastpass,mentions_app,mentions_children,sentiment,attractions_mentioned
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Если вы смотрите отзывы, чтобы понять идти вам в Остров Мечты или нет, то однозначно ИДИТЕ! Только посвятите весь день этому заведению! Удовольствие и для детей и взрослых! Если позволяет вестибулярный аппарат прокатиться на самых экстремальных - вы герои) но аттракцион…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Некоторые аттракционы были недоступны из-за маленького возраста,но впечатлений масса. Определенно стоит посетить не 1 раз,спасибо за сервис и за развлечения!…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были в этом парке 14.04.2026г , нам все понравилось, приехали специально в будний день, очереди были,но не большие,в основном переживали,что потратим много времени в очередях,но нет)",True,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Отличный парк аттракционов и развлечений как для детей, так и для взрослых всех возрастов. Была 2 раза там, и как будто это были 2 разных парка. Потому что все опзалечения и аттракционы невозможно пройти за один день. Думаю, даже за 2 похода мы не успели посмотреть все т…",False,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очень здорово, что есть такое место, где можно здорово провести время всей семьёй. Весело будет всем, независимо от возраста. Развлечения на любой вкус - и более экстремальные, и для малышей, и просто обзорная поездка на воздушном экспрессе. Были много раз, но всегда рады…",False,True,False,True,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Была в первый раз. Купила билет в будний день, пришла а 12, но народу уже много было. Идея парка под крышей невероятно привлекательна, и зимой, и летом работает. Стояла в очередях не очень долго по времени. Прооралась на горках, как и хотелось в конце этого тяжёлого года.…",True,True,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ходила с ребенком 6 лет. Очень довольна. Была настроена изначально скептически. Была в двух Диснейлендах, в Юниверсале, других парках в Европе, есть с чем сравнивать. Остров мечты приятно удивил. Декорации очень красивые, прекрасные шоу Маугли и Золотой ключик (за него…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Это действительно остров мечты! Очень красивое место. Это целый кластер для активного отдыха. Внутри: аттракционы для детей разного возраста, торговая галерея, боулинг, бильярд, спортивные площадки и концертный зал.…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ооооо, это место соответствует названию. Были семьёй здесь не раз, и каждый раз незабываемый. Побывали по-моему на всех аттракционах. Правда если с маленьким ребёнком идти, то маловероятно, что сами получите кайф, аттракционы всё-таки для более взрослых, ну и от 130 см…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Дорого, большие очереди, но ребёнку очень очень очень понравилось. По совету знакомых брали вход экспресс, это было правильное решение, т.к. на самых популярных аттракционах даже с таким браслетом была очередь, пусть небольшая, но была. А так стоять в очереди час или даже…",True,True,False,True,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Посещаем остров мечты - регулярно. Хочется отметить что добавляют новые аттракционы, и это классно. Потому что обкатали уже все и хочется чего то нового. Не очень удобно что в парке толком нет мест где можно вкусно покушать. Те заведения которые расположены на территории…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Место классное: куча интересных аттракционов для детей, веселые представления, красивый парк и хорошие кафе. Работники приветливые…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были в понедельник с детьми 3 и 14 лет (прогуляли школу и садик😁). Дольше 10 минут в очереди не стояли, а на каких-то аттракционах вообще сразу садились и катались по несколько раз. Поэтому советую ходить в будни и не стоять в километровых очередях.…",True,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"В прошлую пятницу днём мы всей семьёй отправились в парк аттракционов и замечательно провели там время вплоть до самого закрытия парка. У нас двое детей, и оба получили массу удовольствия…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Народу полно, с 12ти открытие, ещё можно спокойно пройти покататься, после 3ёх и до 21:00 очереди по часу-полтора! ( Поэтому на будущее,…",True,False,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Потрясающе красивое, уютное, и эмоционально веселое место для релакса души и тела!) потрясающее новогоднее украшение сейчас, очень много уютных кафе и ресторанчиков! Хорошие магазины и самое главное это атракционы разнообразные, веселые, очень интересные! Всем рекомендую к посещению взрослым и деткам! Особенно смурфики))",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были на новогодние праздники 2026, вместе с детками 12 и 7 лет. Всего за 4 человека отдали 12000 (скидок на детей нет совсем). Очень атмосферно, Сочи - парк отдыхает. Из минусов только огромные очереди, в которых мы стояли по часу, некоторые развлечения конечно же за дополнительную…",True,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Шикарное место!Просто отдельный город в городе)).Есть всё, что нужно:многочисленные кафе,туалеты.Аттракционны замечательные и необычные.Тут и детям интересно, и взрослым.Время перестаёт существовать)).Атмосфера детства и праздника!P S редактирую,спустя…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очень крутое место, особенно когда погода не позволяет гулять в парках и в целом проводить время на улице. Поначалу я думала , что остров мечты не для взрослых, но когда мы приехали и оказались внутри этого прекрасного места, все мои мифы развеялись. Даже взрослому…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были несколько раз в парке. Парк отличный есть разные зоны по возрасту и экстремальности. На самые популярные аттракционы бывают большие очереди но это в любом таком месте. Можно пойти в более свободные часы. Есть зона с ресторанами и едой. Мы берём с собой воду, термос и перекус.",True,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Посещали парк 6 января 2026 года, были в первый раз, в целом детям понравились и атракционы и развлечения. Мы были вчетвером, поэтому как-то за разговорами время в очереди на атракционы проходило быстрее, так по составляло 1,5 часа. Правда, ребята молодцы,…",True,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Волшебное место и для детей, и для взрослых. Я была 2 раза и оба раза восторг. Единственное, я бы советовала ехать в будний день, не в праздники, чтобы были поменьше очереди. Красота нереальная. Когда цена за билет абсолютно оправдана!!! 2й раз были в середине ноября. Уже все было украшение к нг. Это великолепно!!! Всем советую к посещению.",True,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Классное место. Много аттракционов, но в каждом длинные очереди(выходной день). Нужно приезжать к открытию, очереди еще не такие большие. После обеда народ прибавляется знатно. В отель Трансильвания простояли час, но он не стоит этого. Плохо что на…",True,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"🔥Лучший парк аттракционов в моей жизни! Впечатления офигенные! Всё новое, современное и безопасное. Еда в кафе вкусная😋.",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очень много разных аттракционов. Особенно впечатлил кинотеатр, где во время просмотра брызгает вода и дует воздух, очень реалистично! Мы…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ходили с семьей в марте 2026. Были приятно удивлены, что 5 лет спустя после первого посещения парк не «устал», аттракционов стало больше. Скоро еще достроят большую зону аттракционов на улице и будет точно насыщеннее, чем в том же Сочи Парке. Очереди - в зависимости от того…",True,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очень классное местечко для всей семьи! Добраться можно как на метро, так и на машине, есть удобная подземная парковка, в машине можно оставить габаритные вещи и верхнюю одежду. В сумку можно взять с собой пару бутылочек воды, потому что от эмоций пересыхает в горле.…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Первое, что поразило — это масштаб и красота парка. Огромные тематические зоны, каждая из которых продумана до мелочей,…",False,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Мы посетили Остров Мечты 1 апреля 2026 с двумя девочками десяти лет. Билеты покупали сразу Экспресс, ничуть не пожалели, они того стОят! Везде без очередей! Мы успели прокатиться на всех аттракционах за 8 часов, на многие возвращались повторно. Всё очень понравилось,…",False,True,False,True,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Посещали в будни, поэтому удалось избежать очередей. Хотя на популярные атракционы пришлось всё равно постоять. Для тех кто решил идти в выходной или праздничный день советую запастись терпением.…",True,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Рекомендую к посещению. Были там с 12 до 21 (с открытия, до закрытия). В каникулы там, естественно, много народу. Если прибыть к открытию и сразу пойти на дальние аттракционы, то примерно час покатаетесь без очередей. Внутри время летит незаметно. Прокатиться на всех…",False,False,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Лучше всего ехать на весь день. Огромное количество тематических зон: аттракционы, кафе,…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Доброго дня, 09.01.26, нужно было попасть на концерт ""Имена на все времена"", в КЗ *Москва*. Чтоб просто не ожидать концерт в пустую, решили покататься на аттракционах. Огромные очереди, за не малые деньги , больше стояли в очереди, чем катались на аттракционах,…",True,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Здесь очень классно и весело, лучше приходить к открытию, чтобы поменьше стоять в очередях. Очень красиво везде! 😍 Есть аттракционы и для маленьких и экстремальные для взрослых, подходит на любой…",True,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Очень сказочно со входа! Аттракционы все огонь!!! Дети не вылазили с них, делают фотки в моменте полётов, классные получаются. Работники приветливые, дружелюбные, всё объясняют.",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Если ваша мечта-стоять в очереди, то вам точно понравится! Все здорово здесь, конечно! Куча аттракционов, красивейших локаций, и тд... Аттракционы представлены на все возраста и стрессоустойчивость, есть прям невероятно страшные, мне было даже с земли жутко смотреть) В…",True,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Недавно посетили остров ""мечты"" с семьёй и остались довольны проведенным там временем. Пространство парка прекрасно организовано, много интересных аттракционов и зон отдыха.",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Огромный классный парк аттракционов! Были прошлой зимой в субботу, народу не очень много, без очередей, покатались на разных аттракционах, сходили в ближайшее кафе. Осталось море положительных и ярких эмоций, однозначно рекомендую к посещению🤩",False,False,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Огромный парк аттракционов, безумно красивый, много разнообразных локаций как для детей так и для взрослых, есть много кафе и ресторанов где можно перекусить. Но!",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были недавно в парке остров мечты , парк понравился очень, единственное что поразило, так это цена на бутылку воды, 0,5 литра стоит 200-250 , которая в магазине стоит 30-35 руб. Ведь вода основное в парке, когда дети набегаются , да и мы взрослые каждый на 1000 р воды за день…",False,True,False,False,False,True,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Красивые тематические зоны, видно внимание к деталям. Аттракционы, конечно, детские — если сравнивать с «Диво Остров» или «Сочи Парк»(хотя это мое субъективное мнение), однако «Остров Мечты» выигрывает круглогодичностью и, как я уже сказала, оформлением.…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Побывали на Новогоднем спектакле История игрушек 2 января. Очень понравилось. Весь зал является участником спектакля. Красочно, чудесная музыка, песни, сюжет. Очень динамично. И взрослым, и детям понравилось. Проблема была в гардеробе зала Москва. Сначала не…",False,False,False,False,False,True,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были на представлении ""История игрушек"" 04.01.26. Прекрасное представление, необыкновенной красоты костюмы, интерактивы с детьми в процессе спектакля, ребенок был счастлив и доволен. Взрослые радовались не меньше детей, подпевали и хлопали. Дедушка Мороз…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Остров мечты или его ещё в народе называют Русский диснейленд - Прекрасный крытый парк развлечений для детей, да и у взрослых есть возможность окунуться снова в детство. Цены конечно на билеты не дешёвые, но это того стоит! Здесь огромное количество замечательных…",False,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Остров мечты, это хорошее место где можно весело и интересно провести время. Что бы не стоять в очереди на аттракционы, лучше идти в будний день. Успели покататься на почти всех аттракционах, и не по одному разу. Хочу отметить ""черепашки ниндзя"" и молот судьбы"" от них дух захватывает. Так есть разные кафе где можно перекусить.",True,False,False,False,False,False,neutral,Молот судьбы
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Была дважды. Лучше приходить в рабочие и учебные дни, тогда не будет огромных очередей. Аттракционов хватит на весь день. На все возрасты. Одеваться лучше легко, зимой брать сменку. Выбор кафешек большой. Особенно понравился иммерсивный кинотеатр! Всем советую посетить!",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Аттракционы классные, в пятницу с 12 утра, народу прилично, но проходили быстро, буквально минут 10 в очереди.",True,False,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"НО поесть негде, очень и очень дорогие кафе, один обед на взрослого и 2 детей обошёлся в 5 тыс! Ужас.…",False,False,False,False,False,False,negative,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Лучший парк для отдыха всей семьей в любое время года. Обожаем это место. Третий год подряд отмечаем тут др сына. Подходит для любого возраста. Аттракционов полно на любой вкус + обалденные тематические зоны. Лучшее время для посещения, конечно, будни и зайти до обеда!",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Хотя бы раз побывать нужно, мило стилизован променад, находиться внутри приятно. Удобная парковка, но проблемы с навигацией (ведет…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Посещаем семьёй. Аттракционы на любой вкус. Так получается ,что в каждый наш визит появляется что-то новое и , конечно,это радует (ходим не каждые выходные )))",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Прогулка по центру острова «Остров Мечты» — настоящее удовольствие. Это волшебное пространство, где каждый уголок наполнен атмосферой сказки и радости. Архитектурные решения создают ощущение, будто попал в настоящую европейскую улицу, полную ярких красок и…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Всем привет, минусов в этом месте я не нашел, по крайней мере для себя. Были компанией 8 человек 4 взрослых, 4 детей. Время пролетело незаметно для всех. Впечатлений масса, адреналина ведро.",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Отдыхали с ребенком. Приехали к открытию, там уже огромная толпа. Билеты продаются без ограничений, сколько влезет, чтобы заполнить пустоты площади. За 2 часа мы попали на 3 аттракциона, один из которых был за доплату. Очереди дикие. Потом за 9 тысяч купили ребенку…",True,True,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были помимо этого посещения в августе и вернулись сегодня 25.12.2025, все было замечательно, но конец посещения все перечеркнул, сын попросил прокатиться на воздушном экспрессе в конце посещения, я специально уточнила у сотрудников во сколько последний прокат, мне…",False,True,False,True,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Купили внутри парка хлебобулочные изделия Чуррос с ванилью, это очень вкусно , попробуйте!",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Каждый год новые аттракционы и локации, интерактивные развлечения, парк чтобы действительно обойти и дня не хватит, хожу раз в полгода, и…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Потрясающее место для всей семьи! Провели здесь весь день и даже не заметили, как пролетело время. Парк огромный, очень красивые тематические зоны — детям особенно понравились деревня Смурфиков и мир динозавров. Аттракционы на любой вкус: от спокойных каруселей…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Есть что-то особенное в том, чтобы прийти в такое волшебное место с подругой, которую знаешь всю жизнь, и видеть, как уже ваши дети вместе бегают и смеются. Вот так и мы сидели в кафе в розовой зоне китти, пили кофе, а наши мальчишки носились между аттракционами, обкатали и…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Все очень красиво, выдержанный стиль в каждой зоне. Очень комфортное пребывание, в будний день можно спокойно и без очередей. Комната страха разочаровала, ну уж совсем нет смысла туда заходить. А вот черепашки ниндзя безумно небезопасные.…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"лучше приходить к открытию и в будни, очереди будут поменьше и народу не супер много",True,False,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Покупали билеты по 3150 р за человека, итого 12600 это за вход, с 12 до 22 часов.",False,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Отличное место, чтобы отвлечься от повседневных забот, развлечься и прекрасно провести время. Когда «Остров мечты» только открылся, фуд-корт на втором этаже был очень чистым и приятным. В последнее время там стало немного темнокожих , поэтому мы чаще садимся на первом…",False,False,False,False,False,False,positive,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Парк развлечений под крышей, мечта круглогодичного посещения, много классных и разнообразных аттракционов, и для детей и взрослых.",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ценник не слабый, выгоднее идти по семейному тарифу, также надо понимать где круто и страшно всегда очередь, если идете в выходные…",True,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были с детьми уже несколько раз с промежутком в три года. Появились новые аттракционы. Дети довольны. Планируйте посещение парка на весь день. К концу дня дети уже ходить не могли устали, уходить им не хотелось. По возможности берите с собой питьевую воду. На…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Ездили с двумя детьми. Ну так себе, место само по себе уникальное для России, в том плане что очень большая площадь локации и много разных аттракционов. Но, есть одно большое НО! Если ты не взял себе экспресс проходку, которая кстати говоря стоит в районе 10к на человека. Если я…",False,True,False,True,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Это супер место, маленьким детям там особо нечего делать, а вот примерно лет с 8-9, важен рост от 130 см многие аттракционы открыты,но могут быть страшноваты. А вот подросткам и взрослым 40+ очень зайдет. Я видела взрослых без детей,которые пришли покататься. Это…",False,False,False,False,False,True,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Любимый парк развлечений! Ходим стабильно раз в пол года и каждый раз появляется что-то новое, к сожалению не всегда положительное. Аттракционов много на любой вкус, сейчас еще что-то строят на улице.",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Визуальная составляющая ТРЦ снаружи восторга не вызывает, ценники на еду завышены в зоне аттракционов (выйти и поесть вне данной зоны возможно, но вернуться обратно только за новый билет), сами аттракционы различные, есть и семейные, детские, экстремальные , в целом впечатляет. Сам ТРЦ внутри организован достаточно интересно.",False,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Были 2 раза, территория конечно огромная, аттракционов на любой вкус. Народу с утра не очень много, потом больше. Очередей на аттракционы можно сказать не много , если сравнивать 2 года назад. Во общем жена, ребёнок довольны. Кто хочет потрепать себе нервишки, вам сюда)))",False,False,True,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Заведение очень хорошее для детей, куча развлечений. Да и взрослому есть где покататься. Точно приедем ещё и посоветуем знакомым.",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Это волшебное место! В детстве мечтал побывать в Диснейленде, но этот наш Остров мечты удовлетворил полностью мои детские мечты. Все хорошо: антураж, локации и зоны, атракционы, рестораны и кофе. Были с семьей 2 раза, поедем ещё. Единственный минус - это очереди на…",True,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Побывал здесь осенью 2025 года. Были в будни в первой половине дня. Очередей нет, покатались везде, где только можно. Семейный билет это просто подарок какой-то, очень демократичная стоимость. Вкусно перекусил в какой-то кафешке на центральной площади.",False,True,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Вчера были в этом замечательном парке,так как у нас с братом недавно были дни рождения. Что хочу сказать :",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Всё что хотелось испытать и ты боялся полетать,покружиться,повесеть вниз головой,получить адреналин на гипер скорости в тунеле у черепах ниндзя, увидеть…",False,False,False,False,False,False,neutral,
yandex_reviews_docx,,,,https://reviews.yandex.ru/product/park-razvlechenii-ostrov-mechty--64749272,,,2026-05-08,public_review_excerpt,"Хороший развлекательный комплекс. Для детей вобще сказка, для взрослых тоже в качестве смены обстановки и получения порции адреналина. Рядом под открытым небом строится дополнительный парк аттракционов, судя по сооружениям будет ещё круче. Успехов в реализации.",False,False,False,False,False,False,neutral,
